'fulfill via','dosage form','unit of measure (per pack)','first line designation','sub classification'
'From RDC','Tablet - FDC',59.059059,False,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC',Tablet,59.059059,False,Adult
'Direct Drop',Tablet,29.029029,True,Adult
'From RDC',Tablet,29.029029,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'Direct Drop','Tablet - FDC',59.059059,False,Adult
'From RDC',Tablet,29.029029,False,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC',Capsule,335.335335,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC','Tablet - FDC',29.029029,False,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC',Tablet,119.119119,True,Adult
'From RDC',Tablet,59.059059,False,Adult
'Direct Drop',Capsule,83.083083,True,Adult
'From RDC',Tablet,119.119119,True,Adult
'Direct Drop',Tablet,59.059059,True,Adult
'Direct Drop',Tablet,29.029029,False,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'Direct Drop',Tablet,59.059059,True,Adult
'Direct Drop',Capsule,59.059059,False,Adult
'Direct Drop','Tablet - FDC',59.059059,True,Adult
'Direct Drop',Capsule,59.059059,True,Adult
'Direct Drop',Tablet,119.119119,True,Adult
'Direct Drop',Tablet,119.119119,False,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'Direct Drop','Tablet - FDC',59.059059,True,Adult
'Direct Drop',Tablet,59.059059,False,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC',Tablet,59.059059,False,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'Direct Drop',Tablet,59.059059,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'Direct Drop',Tablet,29.029029,True,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'Direct Drop','Tablet - FDC',29.029029,True,Adult
'Direct Drop',Tablet,119.119119,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC',Tablet,59.059059,False,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC',Capsule,179.179179,False,Adult
'Direct Drop',Tablet,29.029029,False,Adult
'From RDC','Tablet - FDC',59.059059,False,Adult
'Direct Drop',Tablet,59.059059,False,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,False,Adult
'Direct Drop',Tablet,29.029029,True,Adult
'Direct Drop',Tablet,29.029029,False,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'Direct Drop',Tablet,29.029029,True,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'Direct Drop',Tablet,59.059059,True,Adult
'Direct Drop',Tablet,29.029029,True,Adult
'Direct Drop','Delayed-release capsules',29.029029,False,Adult
'From RDC',Tablet,119.119119,False,Adult
'From RDC','Tablet - FDC',59.059059,False,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'Direct Drop',Tablet,29.029029,True,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'Direct Drop',Capsule,59.059059,False,Adult
'Direct Drop','Tablet - FDC',29.029029,False,Adult
'Direct Drop','Tablet - FDC',29.029029,True,Adult
'Direct Drop',Capsule,59.059059,True,Adult
'Direct Drop',Tablet,59.059059,True,Adult
'Direct Drop','Delayed-release capsules - blister',29.029029,False,Adult
'Direct Drop',Tablet,59.059059,False,Adult
'From RDC',Tablet,29.029029,True,Adult
'Direct Drop',Tablet,59.059059,True,Adult
'Direct Drop',Tablet,59.059059,False,Adult
'From RDC',Capsule,59.059059,False,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'Direct Drop','Tablet - FDC',59.059059,True,Adult
'From RDC',Tablet,29.029029,False,Adult
'Direct Drop',Tablet,119.119119,True,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'Direct Drop',Tablet,59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,False,Adult
'Direct Drop',Capsule,59.059059,False,Adult
'From RDC',Tablet,59.059059,False,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'Direct Drop','Delayed-release capsules',29.029029,False,Adult
'From RDC',Tablet,29.029029,False,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'Direct Drop',Tablet,59.059059,True,Adult
'Direct Drop',Tablet,29.029029,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC',Tablet,29.029029,True,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC',Tablet,119.119119,False,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'Direct Drop',Tablet,29.029029,True,Adult
'From RDC','Tablet - FDC',59.059059,False,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC',Tablet,29.029029,False,Adult
'From RDC',Tablet,59.059059,False,Adult
'Direct Drop','Delayed-release capsules',29.029029,False,Adult
'From RDC',Tablet,59.059059,False,Adult
'From RDC',Tablet,29.029029,True,Adult
'Direct Drop','Tablet - FDC',59.059059,True,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'Direct Drop',Tablet,29.029029,True,Adult
'From RDC','Tablet - FDC',59.059059,False,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'Direct Drop','Tablet - FDC',59.059059,True,Adult
'From RDC',Tablet,119.119119,True,Adult
'From RDC',Tablet,29.029029,True,Adult
'From RDC',Tablet,59.059059,False,Adult
'From RDC','Tablet - FDC',29.029029,False,Adult
'Direct Drop',Tablet,119.119119,True,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'Direct Drop',Tablet,59.059059,False,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC',Tablet,29.029029,True,Adult
'Direct Drop',Capsule,335.335335,True,Adult
'Direct Drop',Tablet,29.029029,False,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'Direct Drop',Tablet,59.059059,True,Adult
'From RDC','Tablet - FDC',29.029029,False,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'Direct Drop',Capsule,269.269269,False,Adult
'Direct Drop',Tablet,29.029029,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,False,Adult
'From RDC','Tablet - FDC',59.059059,False,Adult
'Direct Drop',Tablet,59.059059,True,Adult
'Direct Drop','Delayed-release capsules',29.029029,False,Adult
'From RDC',Tablet,59.059059,False,Adult
'Direct Drop','Delayed-release capsules',29.029029,False,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'Direct Drop',Tablet,59.059059,False,Adult
'From RDC','Tablet - FDC',59.059059,False,Adult
'Direct Drop',Tablet,29.029029,True,Adult
'Direct Drop','Delayed-release capsules',29.029029,False,Adult
'Direct Drop',Tablet,59.059059,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'Direct Drop',Tablet,59.059059,False,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC',Tablet,29.029029,False,Adult
'From RDC',Tablet,29.029029,False,Adult
'Direct Drop',Tablet,119.119119,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC',Tablet,29.029029,True,Adult
'From RDC','Tablet - FDC',29.029029,False,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,False,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'Direct Drop',Tablet,29.029029,False,Adult
'Direct Drop','Tablet - FDC',29.029029,True,Adult
'Direct Drop',Tablet,59.059059,True,Adult
'Direct Drop',Tablet,59.059059,True,Adult
'From RDC',Tablet,119.119119,False,Adult
'Direct Drop','Tablet - FDC',29.029029,False,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC',Tablet,59.059059,False,Adult
'Direct Drop','Tablet - FDC',29.029029,True,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'Direct Drop',Tablet,29.029029,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC',Tablet,119.119119,True,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC',Capsule,59.059059,True,Adult
'From RDC',Tablet,119.119119,False,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC',Tablet,59.059059,False,Adult
'Direct Drop',Tablet,59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'Direct Drop','Tablet - FDC',59.059059,False,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'Direct Drop','Tablet - FDC',29.029029,True,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC',Tablet,29.029029,False,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'Direct Drop',Tablet,59.059059,False,Adult
'From RDC',Tablet,59.059059,True,Adult
'Direct Drop',Tablet,119.119119,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'Direct Drop',Tablet,29.029029,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC',Tablet,29.029029,False,Adult
'From RDC',Tablet,29.029029,True,Adult
'Direct Drop','Tablet - FDC',29.029029,True,Adult
'Direct Drop',Tablet,29.029029,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC',Tablet,29.029029,False,Adult
'From RDC','Tablet - FDC',59.059059,False,Adult
'Direct Drop',Tablet,29.029029,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC','Tablet - FDC',29.029029,False,Adult
'Direct Drop',Tablet,59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC',Tablet,59.059059,False,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,False,Adult
'Direct Drop',Tablet,59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC',Tablet,59.059059,False,Adult
'From RDC',Tablet,59.059059,False,Adult
'From RDC',Tablet,59.059059,True,Adult
'Direct Drop',Capsule,179.179179,True,Adult
'From RDC',Tablet,59.059059,False,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,False,Adult
'Direct Drop',Tablet,119.119119,False,Adult
'Direct Drop',Tablet,119.119119,True,Adult
'From RDC',Tablet,119.119119,False,Adult
'From RDC','Tablet - FDC',29.029029,False,Adult
'From RDC',Tablet,59.059059,False,Adult
'From RDC',Tablet,29.029029,True,Adult
'From RDC',Tablet,59.059059,False,Adult
'From RDC',Capsule,59.059059,False,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC',Capsule,59.059059,False,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'Direct Drop','Tablet - FDC',59.059059,True,Adult
'Direct Drop',Tablet,59.059059,False,Adult
'From RDC','Tablet - FDC + co-blister',89.089089,True,Adult
'Direct Drop',Tablet,119.119119,True,Adult
'From RDC',Tablet,119.119119,False,Adult
'From RDC','Tablet - FDC',59.059059,False,Adult
'From RDC',Tablet,29.029029,True,Adult
'Direct Drop','Tablet - FDC',59.059059,True,Adult
'From RDC',Tablet,59.059059,False,Adult
'Direct Drop',Tablet,59.059059,False,Adult
'From RDC',Tablet,59.059059,False,Adult
'Direct Drop','Tablet - FDC',59.059059,True,Adult
'Direct Drop','Tablet - FDC',29.029029,True,Adult
'Direct Drop',Tablet,29.029029,True,Adult
'From RDC',Tablet,59.059059,False,Adult
'Direct Drop',Tablet,59.059059,True,Adult
'Direct Drop','Tablet - FDC',59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,False,Adult
'Direct Drop',Tablet,59.059059,False,Adult
'Direct Drop',Tablet,59.059059,True,Adult
'Direct Drop',Tablet,59.059059,True,Adult
'Direct Drop','Tablet - FDC',59.059059,True,Adult
'Direct Drop',Tablet,59.059059,True,Adult
'From RDC',Tablet,119.119119,False,Adult
'From RDC','Tablet - FDC',29.029029,False,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC',Tablet,29.029029,True,Adult
'From RDC',Tablet,59.059059,False,Adult
'Direct Drop',Tablet,119.119119,False,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'Direct Drop','Tablet - FDC',59.059059,False,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC',Tablet,29.029029,False,Adult
'From RDC','Tablet - FDC',59.059059,False,Adult
'From RDC',Capsule,335.335335,True,Adult
'Direct Drop',Tablet,29.029029,False,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'Direct Drop','Tablet - FDC',59.059059,False,Adult
'From RDC',Tablet,29.029029,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC',Tablet,29.029029,True,Adult
'From RDC',Capsule,59.059059,False,Adult
'Direct Drop','Tablet - FDC',59.059059,True,Adult
'Direct Drop','Tablet - FDC',29.029029,True,Adult
'Direct Drop',Tablet,59.059059,False,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'Direct Drop','Tablet - FDC',59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'Direct Drop',Tablet,59.059059,True,Adult
'Direct Drop',Capsule,59.059059,False,Adult
'From RDC',Tablet,29.029029,False,Adult
'From RDC','Tablet - FDC',59.059059,False,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC',Tablet,119.119119,True,Adult
'From RDC',Tablet,119.119119,False,Adult
'Direct Drop',Tablet,119.119119,True,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC',Tablet,119.119119,True,Adult
'Direct Drop',Tablet,29.029029,True,Adult
'From RDC',Tablet,59.059059,False,Adult
'Direct Drop','Tablet - FDC',59.059059,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC',Tablet,59.059059,False,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC','Tablet - FDC',59.059059,False,Adult
'From RDC',Tablet,59.059059,False,Adult
'From RDC',Capsule,59.059059,False,Adult
'From RDC',Tablet,59.059059,False,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC','Tablet - FDC',59.059059,False,Adult
'From RDC',Tablet,29.029029,False,Adult
'Direct Drop','Tablet - FDC',29.029029,True,Adult
'From RDC',Tablet,29.029029,False,Adult
'Direct Drop',Tablet,59.059059,False,Adult
'From RDC','Tablet - FDC',59.059059,False,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'Direct Drop',Tablet,29.029029,True,Adult
'From RDC',Tablet,119.119119,False,Adult
'From RDC',Tablet,119.119119,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'Direct Drop',Tablet,59.059059,True,Adult
'Direct Drop',Tablet,59.059059,False,Adult
'Direct Drop',Tablet,59.059059,True,Adult
'Direct Drop','Tablet - FDC',29.029029,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC',Tablet,29.029029,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC',Capsule,59.059059,False,Adult
'From RDC',Tablet,59.059059,False,Adult
'From RDC','Tablet - FDC',59.059059,False,Adult
'From RDC',Tablet,29.029029,False,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC','Tablet - FDC',29.029029,False,Adult
'Direct Drop',Tablet,59.059059,True,Adult
'From RDC',Tablet,59.059059,False,Adult
'From RDC',Tablet,29.029029,False,Adult
'Direct Drop',Tablet,119.119119,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC',Capsule,269.269269,True,Adult
'Direct Drop',Capsule,59.059059,True,Adult
'From RDC',Tablet,29.029029,True,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC',Tablet,29.029029,True,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'Direct Drop','Delayed-release capsules - blister',29.029029,False,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'Direct Drop',Capsule,59.059059,True,Adult
'From RDC',Capsule,59.059059,False,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'Direct Drop',Tablet,59.059059,False,Adult
'From RDC',Tablet,29.029029,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC',Tablet,59.059059,False,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC',Tablet,29.029029,True,Adult
'From RDC','Tablet - FDC',29.029029,False,Adult
'From RDC','Tablet - FDC + co-blister',119.119119,True,Adult
'Direct Drop',Tablet,29.029029,True,Adult
'From RDC','Tablet - FDC',59.059059,False,Adult
'From RDC','Tablet - FDC',29.029029,False,Adult
'Direct Drop','Tablet - FDC',29.029029,True,Adult
'From RDC','Tablet - FDC',59.059059,False,Adult
'Direct Drop','Delayed-release capsules',29.029029,True,Adult
'Direct Drop',Capsule,335.335335,True,Adult
'Direct Drop',Tablet,29.029029,False,Adult
'Direct Drop','Tablet - FDC',59.059059,True,Adult
'From RDC',Tablet,29.029029,True,Adult
'From RDC',Tablet,59.059059,False,Adult
'Direct Drop',Tablet,119.119119,False,Adult
'Direct Drop','Tablet - FDC',29.029029,False,Adult
'Direct Drop','Delayed-release capsules - blister',29.029029,False,Adult
'From RDC','Tablet - FDC',59.059059,False,Adult
'From RDC','Tablet - FDC',59.059059,False,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC',Capsule,59.059059,True,Adult
'From RDC',Tablet,29.029029,False,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC',Capsule,269.269269,True,Adult
'From RDC',Tablet,29.029029,True,Adult
'Direct Drop',Tablet,59.059059,True,Adult
'Direct Drop',Tablet,59.059059,False,Adult
'From RDC',Tablet,59.059059,False,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC',Tablet,59.059059,False,Adult
'From RDC',Tablet,59.059059,False,Adult
'From RDC',Tablet,29.029029,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'Direct Drop','Delayed-release capsules',29.029029,True,Adult
'Direct Drop','Delayed-release capsules - blister',29.029029,True,Adult
'From RDC',Tablet,119.119119,True,Adult
'Direct Drop',Tablet,29.029029,True,Adult
'From RDC',Tablet,29.029029,True,Adult
'From RDC',Tablet,29.029029,False,Adult
'Direct Drop',Tablet,59.059059,False,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'Direct Drop','Tablet - FDC',29.029029,True,Adult
'Direct Drop',Capsule,59.059059,False,Adult
'From RDC','Tablet - FDC',29.029029,False,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC','Tablet - FDC',29.029029,False,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,False,Adult
'Direct Drop',Tablet,119.119119,False,Adult
'From RDC',Tablet,29.029029,True,Adult
'Direct Drop',Tablet,29.029029,False,Adult
'From RDC',Tablet,59.059059,False,Adult
'From RDC',Tablet,29.029029,True,Adult
'Direct Drop','Tablet - FDC',59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,False,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC',Tablet,29.029029,True,Adult
'From RDC','Tablet - FDC',29.029029,True,Adult
'From RDC',Tablet,59.059059,True,Adult
'From RDC','Tablet - FDC',59.059059,False,Adult
'From RDC','Tablet - FDC',59.059059,True,Adult
'From RDC',Tablet,59.059059,False,Adult
